Year,EventId,PlayerCode,Date,EventName,EventType,EventCountry,PlayerRank,PointsGained,PrizeUsd,SglDrawSize,Surface,TotPrizeMoney
2022,403,gb88,,ATP Masters 1000 Miami,1000,"FL, U.S.A.",70,,30130,96,Hard,8584055
2022,9167,gb88,,Phoenix,CH,"AZ, U.S.A.",71,,4380,32,Hard,159360
2022,404,gb88,,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",71,,18200,96,Hard,8584055
2022,9716,gb88,,FIN vs BEL DC Qualifier First Round,DC,Finland,68,,0,4,Hard,0
2022,495,gb88,,Dubai,500,U.A.E.,48,,21800,32,Hard,2794840
2022,451,gb88,,Doha,250,Qatar,48,,12530,28,Hard,1071030
2022,407,gb88,,Rotterdam,500,Netherlands,47,,16186,32,Hard,1208315
2022,375,gb88,,Montpellier,250,France,52,,10223,28,Hard,427645
2022,580,gb88,,Australian Open,GS,Australia,45,,74201,128,Hard,33784200
2022,9663,gb88,,Sydney,250,Australia,45,,15490,28,Hard,521000
2022,9665,gb88,,Melbourne,250,Australia,39,,8890,28,Hard,521000
2022,560,kb05,,US Open,GS,"NY, U.S.A.",44,,80000,128,Hard,27915200
2022,422,kb05,,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",46,,45315,56,Hard,6280880
2022,421,kb05,,ATP Masters 1000 Canada,1000,Canada,47,,23690,56,Hard,5926545
2022,414,kb05,,Hamburg,500,Germany,43,,26125,32,Clay,1770865
2022,540,kb05,,Wimbledon,GS,Great Britain,31,,95737,128,Grass,18652000
2022,311,kb05,,London / Queen's Club,500,Great Britain,48,,225814,32,Grass,2134520
2022,520,kb05,,Roland Garros,GS,France,55,,134027,128,Clay,21256800
2022,416,kb05,,ATP Masters 1000 Rome,1000,Italy,54,,76814,56,Clay,5415410
2022,1536,kb05,,ATP Masters 1000 Madrid,1000,Spain,56,,28419,56,Clay,6744165
2022,5053,kb05,,Belgrade,250,Serbia,45,,10140,28,Clay,534555
2022,410,kb05,,ATP Masters 1000 Monte-Carlo,1000,Monaco,39,,23549,56,Clay,5415410
2022,404,kb05,,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",40,,30130,96,Hard,8584055
2022,495,kb05,,Dubai,500,U.A.E.,44,,40875,32,Hard,2794840
2022,407,kb05,,Rotterdam,500,Netherlands,36,,16186,32,Hard,1208315
2022,375,kb05,,Montpellier,250,France,36,,23706,28,Hard,427645
2022,580,kb05,,Australian Open,GS,Australia,36,,74201,128,Hard,33784200
2022,8888,kb05,,ATP Cup,ATPC,Australia,42,,115000,16,Hard,10000000
2022,901,f510,,Davis Cup Finals,DC,Spain,56,,0,128,Hard,0
2022,352,f510,,ATP Masters 1000 Paris,1000,France,59,,28405,56,Hard,5415410
2022,2809,f510,,Naples,250,Italy,64,,10585,28,Hard,612000
2022,2807,f510,,Gijon,250,Spain,59,,6392,28,Hard,612000
2022,7434,f510,,Sofia,250,Bulgaria,57,,5551,28,Hard,534555
2022,560,f510,,US Open,GS,"NY, U.S.A.",60,,121000,128,Hard,27915200
2022,6242,f510,,Winston-Salem,250,"NC, U.S.A.",61,,6420,48,Hard,731935
2022,422,f510,,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",61,,33065,56,Hard,6280880
2022,421,f510,,ATP Masters 1000 Canada,1000,Canada,60,,23690,56,Hard,5926545
2022,439,f510,,Umag,250,Croatia,54,,5852,28,Clay,534555
2022,414,f510,,Hamburg,500,Germany,61,,26125,32,Clay,1770865
2022,316,f510,,Bastad,250,Sweden,64,,5835,28,Clay,534555
2022,540,f510,,Wimbledon,GS,Great Britain,63,,61370,128,Grass,18652000
2022,520,f510,,Roland Garros,GS,France,51,,91624,128,Clay,21256800
2022,322,f510,,Geneva,250,Switzerland,52,,5969,28,Clay,534555
2022,416,f510,,ATP Masters 1000 Rome,1000,Italy,57,,41188,56,Clay,5415410
2022,1536,f510,,ATP Masters 1000 Madrid,1000,Spain,51,,28419,56,Clay,6744165
2022,5053,f510,,Belgrade,250,Serbia,62,,30144,28,Clay,534555
2022,410,f510,,ATP Masters 1000 Monte-Carlo,1000,Monaco,32,,42496,56,Clay,5415410
2022,403,f510,,ATP Masters 1000 Miami,1000,"FL, U.S.A.",34,,54400,96,Hard,8584055
2022,404,f510,,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",36,,30130,96,Hard,8584055
2022,6932,f510,,Rio de Janeiro,500,Brazil,38,,90650,28,Clay,1660290
2022,506,f510,,Buenos Aires,250,Argentina,40,,18205,28,Clay,602250
2022,580,f510,,Australian Open,GS,Australia,32,,74201,128,Hard,33784200
2022,9663,f510,,Sydney,250,Australia,36,,8890,28,Hard,521000
2022,8888,f510,,ATP Cup,ATPC,Australia,37,,25000,16,Hard,10000000
2022,352,hh06,,ATP Masters 1000 Paris,1000,France,61,,38925,56,Hard,5415410
2022,328,hh06,,Basel,500,Switzerland,62,,16415,32,Hard,2135350
2022,7485,hh06,,Antwerp,250,Belgium,62,,6850,28,Hard,648130
2022,9410,hh06,,Astana,500,Kazakhstan,64,,14820,32,Hard,1900000
2022,7434,hh06,,Sofia,250,Bulgaria,95,,78773,28,Hard,534555
2022,9569,hh06,,San Diego,250,"CA, U.S.A.",87,,6565,28,Hard,612000
2022,4209,hh06,,G1 ECU vs SUI Round 1,DC,Ecuador,87,,0,4,Hard,0
2022,560,hh06,,US Open,GS,"NY, U.S.A.",85,,80000,128,Hard,27915200
2022,6242,hh06,,Winston-Salem,250,"NC, U.S.A.",102,,30600,48,Hard,731935
2022,7774,hh06,,Vancouver,CH,Canada,104,,2580,32,Hard,159360
2022,421,hh06,,ATP Masters 1000 Canada,1000,Canada,111,,12135,56,Hard,5926545
2022,2785,hh06,,Zug,CH,Switzerland,96,,3789,32,Clay,134920
2022,314,hh06,,Gstaad,250,Switzerland,99,,5780,28,Clay,534555
2022,316,hh06,,Bastad,250,Sweden,108,,9552,28,Clay,534555
2022,540,hh06,,Wimbledon,GS,Great Britain,105,,61370,128,Grass,18652000
2022,500,hh06,,Halle,500,Germany,114,,17506,32,Grass,2134520
2022,7740,hh06,,Nottingham,CH,Great Britain,123,,3976,32,Grass,134920
2022,7297,hh06,,Surbiton,CH,Great Britain,119,,1417,32,Grass,134920
2022,520,hh06,,Roland Garros,GS,France,119,,14584,128,Clay,21256800
2022,460,hh06,,Heilbronn,CH,Germany,121,,933,32,Clay,90280
2022,9693,hh06,,Aguascalientes,CH,Mexico,144,,7200,32,Clay,53120
2022,213,hh06,,San Luis Potosi,CH,Mexico,140,,2510,32,Clay,53120
2022,8375,hh06,,Mexico City,CH,Mexico,176,,21600,32,Clay,159360
2022,9516,hh06,,Lugano,CH,Switzerland,183,,1384,32,Hard,45730
2022,9575,hh06,,Biel,CH,Switzerland,183,,497,32,Hard,45730
2022,496,hh06,,Marseille,250,France,191,,3619,28,Hard,545200
2022,398,hh06,,Cherbourg,CH,France,194,,515,32,Hard,45730
2022,375,hh06,,Montpellier,250,France,191,,1394,28,Hard,427645
2022,6239,hh06,,Quimper,CH,France,183,,510,32,Hard,45730
2022,580,hh06,,Australian Open,GS,Australia,183,,18130,128,Hard,33784200
2022,6865,hh06,,Traralgon,CH,Australia,186,,860,48,Hard,58320
2022,352,cg04,,ATP Masters 1000 Paris,1000,France,55,,5789,56,Hard,5415410
2022,337,cg04,,Vienna,500,Austria,55,,18061,32,Hard,2349180
2022,2809,cg04,,Naples,250,Italy,57,,10585,28,Hard,612000
2022,2807,cg04,,Gijon,250,Spain,61,,10458,28,Hard,612000
2022,7742,cg04,,Lisbon,CH,Portugal,60,,436,32,Clay,45730
2022,560,cg04,,US Open,GS,"NY, U.S.A.",66,,188000,128,Hard,27915200
2022,7201,cg04,,Santo Domingo,CH,Dominican Republic,88,,21600,32,Clay,159360
2022,439,cg04,,Umag,250,Croatia,90,,5852,28,Clay,534555
2022,9544,cg04,,Verona,CH,Italy,98,,3717,32,Clay,45730
2022,8392,cg04,,Todi,CH,Italy,120,,6454,32,Clay,45730
2022,540,cg04,,Wimbledon,GS,Great Britain,120,,25466,128,Grass,18652000
2022,6757,cg04,,Blois,CH,France,120,,473,32,Clay,45730
2022,7536,cg04,,Lyon,CH,France,142,,7717,32,Clay,90280
2022,520,cg04,,Roland Garros,GS,France,152,,91624,128,Clay,21256800
2022,460,cg04,,Heilbronn,CH,Germany,152,,933,32,Clay,90280
2022,600,cg04,,Prague 2,CH,Czech Republic,176,,6525,32,Clay,45730
2022,9687,cg04,,Madrid,CH,Spain,212,,6733,32,Clay,45730
2022,9171,cg04,,Murcia,CH,Spain,195,,1392,32,Clay,45730
2022,7878,cg04,,Marbella,CH,Spain,228,,11829,32,Clay,134920
2022,9818,cg04,,Concepcion 2,CH,Chile,225,,520,32,Clay,53120
2022,3406,cg04,,Santiago,CH,Chile,225,,520,32,Clay,53120
2022,9479,cg04,,Santa Cruz,CH,Bolivia,246,,2510,32,Clay,53120
2022,580,cg04,,Australian Open,GS,Australia,246,,25489,128,Hard,33784200
2022,6865,cg04,,Traralgon,CH,Australia,245,,520,48,Hard,58320
2022,352,mu94,,ATP Masters 1000 Paris,1000,France,56,,5789,56,Hard,5415410
2022,328,mu94,,Basel,500,Switzerland,57,,8412,32,Hard,2135350
2022,7485,mu94,,Antwerp,250,Belgium,55,,11211,28,Hard,648130
2022,2807,mu94,,Gijon,250,Spain,57,,6392,28,Hard,612000
2022,329,mu94,,Tokyo,500,Japan,58,,28565,32,Hard,1953285
2022,4140,mu94,,Seoul,250,South Korea,59,,19620,28,Hard,1117930
2022,341,mu94,,Metz,250,France,56,,5737,28,Hard,534555
2022,560,mu94,,US Open,GS,"NY, U.S.A.",57,,80000,128,Hard,27915200
2022,6242,mu94,,Winston-Salem,250,"NC, U.S.A.",57,,10925,48,Hard,731935
2022,422,mu94,,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",57,,25110,56,Hard,6280880
2022,439,mu94,,Umag,250,Croatia,59,,9580,28,Clay,534555
2022,314,mu94,,Gstaad,250,Switzerland,63,,16301,28,Clay,534555
2022,316,mu94,,Bastad,250,Sweden,68,,2923,28,Clay,534555
2022,540,mu94,,Wimbledon,GS,Great Britain,71,,95737,128,Grass,18652000
2022,8994,mu94,,Mallorca,250,Spain,72,,9971,28,Grass,886500
2022,9001,mu94,,Perugia,CH,Italy,92,,19603,32,Clay,134920
2022,1206,mu94,,Forli 6,CH,Italy,87,,6370,32,Clay,134920
2022,520,mu94,,Roland Garros,GS,France,87,,91624,128,Clay,21256800
2022,3824,mu94,,Bordeaux,CH,France,94,,3911,32,Clay,134920
2022,425,mu94,,Barcelona,500,Spain,101,,38435,48,Clay,2661825
2022,410,mu94,,ATP Masters 1000 Monte-Carlo,1000,Monaco,105,,23549,56,Clay,5415410
2022,7878,mu94,,Marbella,CH,Spain,89,,20088,32,Clay,134920
2022,403,mu94,,ATP Masters 1000 Miami,1000,"FL, U.S.A.",89,,18200,96,Hard,8584055
2022,404,mu94,,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",99,,54400,96,Hard,8584055
2022,8996,mu94,,Santiago,250,Chile,93,,10210,28,Clay,475960
2022,6932,mu94,,Rio de Janeiro,500,Brazil,89,,13760,28,Clay,1660290
2022,506,mu94,,Buenos Aires,250,Argentina,90,,10570,28,Clay,602250
2022,9158,mu94,,Cordoba,250,Argentina,88,,9235,28,Clay,430530
2022,580,mu94,,Australian Open,GS,Australia,71,,74201,128,Hard,33784200
2022,9667,mu94,,Adelaide 2,250,Australia,72,,9180,28,Hard,430530
2022,9665,mu94,,Melbourne,250,Australia,77,,15490,28,Hard,521000
2022,352,kc56,,ATP Masters 1000 Paris,1000,France,58,,21570,56,Hard,5415410
2022,328,kc56,,Basel,500,Switzerland,60,,16415,32,Hard,2135350
2022,429,kc56,,Stockholm,250,Sweden,45,,11211,28,Hard,648130
2022,2805,kc56,,Florence,250,Italy,39,,10458,28,Hard,612000
2022,9410,kc56,,Astana,500,Kazakhstan,39,,14820,32,Hard,1900000
2022,4138,kc56,,Tel Aviv,250,Israel,39,,10185,28,Hard,949475
2022,341,kc56,,Metz,250,France,39,,5737,28,Hard,534555
2022,560,kc56,,US Open,GS,"NY, U.S.A.",38,,80000,128,Hard,27915200
2022,422,kc56,,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",38,,45315,56,Hard,6280880
2022,421,kc56,,ATP Masters 1000 Canada,1000,Canada,38,,23690,56,Hard,5926545
2022,418,kc56,,Washington,500,"DC, U.S.A.",36,,14280,48,Hard,1953285
2022,319,kc56,,Kitzbuhel,250,Austria,37,,9580,28,Clay,534555
2022,414,kc56,,Hamburg,500,Germany,37,,48972,32,Clay,1770865
2022,316,kc56,,Bastad,250,Sweden,40,,16456,28,Clay,534555
2022,8994,kc56,,Mallorca,250,Spain,43,,16322,28,Grass,886500
2022,500,kc56,,Halle,500,Germany,38,,17506,32,Grass,2134520
2022,321,kc56,,Stuttgart,250,Germany,40,,2170,28,Grass,692235
2022,520,kc56,,Roland Garros,GS,France,41,,66055,128,Clay,21256800
2022,7694,kc56,,Lyon,250,France,39,,5969,28,Clay,534555
2022,416,kc56,,ATP Masters 1000 Rome,1000,Italy,35,,41188,56,Clay,5415410
2022,1536,kc56,,ATP Masters 1000 Madrid,1000,Spain,34,,28419,56,Clay,6744165
2022,5053,kc56,,Belgrade,250,Serbia,30,,10140,28,Clay,534555
2022,410,kc56,,ATP Masters 1000 Monte-Carlo,1000,Monaco,30,,23549,56,Clay,5415410
2022,403,kc56,,ATP Masters 1000 Miami,1000,"FL, U.S.A.",32,,54400,96,Hard,8584055
2022,404,kc56,,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",22,,30130,96,Hard,8584055
2022,495,kc56,,Dubai,500,U.A.E.,22,,21800,32,Hard,2794840
2022,496,kc56,,Marseille,250,France,15,,20502,28,Hard,545200
2022,407,kc56,,Rotterdam,500,Netherlands,14,,16186,32,Hard,1208315
2022,891,kc56,,Pune,250,India,15,,9235,28,Hard,430530
2022,580,kc56,,Australian Open,GS,Australia,15,,159208,128,Hard,33784200
2022,9663,kc56,,Sydney,250,Australia,20,,87370,28,Hard,521000
2022,7341,bm95,,Brest,CH,France,63,,1084,32,Hard,67960
2022,429,bm95,,Stockholm,250,Sweden,63,,6850,28,Hard,648130
2022,2807,bm95,,Gijon,250,Spain,67,,6392,28,Hard,612000
2022,341,bm95,,Metz,250,France,61,,9392,28,Hard,534555
2022,4112,bm95,,FRA vs GER Finals Group C RR,DC,Germany,53,,0,2,Hard,0
2022,4113,bm95,,FRA vs BEL Finals Group C RR,DC,Germany,53,,0,2,Hard,0
2022,4114,bm95,,FRA vs AUS Finals Group C RR,DC,Germany,53,,0,2,Hard,0
2022,560,bm95,,US Open,GS,"NY, U.S.A.",50,,121000,128,Hard,27915200
2022,6242,bm95,,Winston-Salem,250,"NC, U.S.A.",50,,19125,48,Hard,731935
2022,422,bm95,,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",48,,25110,56,Hard,6280880
2022,421,bm95,,ATP Masters 1000 Canada,1000,Canada,49,,23690,56,Hard,5926545
2022,418,bm95,,Washington,500,"DC, U.S.A.",51,,7620,48,Hard,1953285
2022,315,bm95,,Newport,250,"RI, U.S.A.",48,,17985,28,Grass,594950
2022,540,bm95,,Wimbledon,GS,Great Britain,47,,95737,128,Grass,18652000
2022,8994,bm95,,Mallorca,250,Spain,56,,48506,28,Grass,886500
2022,500,bm95,,Halle,500,Germany,52,,17506,32,Grass,2134520
2022,321,bm95,,Stuttgart,250,Germany,58,,22422,28,Grass,692235
2022,520,bm95,,Roland Garros,GS,France,52,,66055,128,Clay,21256800
2022,3824,bm95,,Bordeaux,CH,France,56,,3911,32,Clay,134920
2022,7009,bm95,,Aix-en-Provence,CH,France,70,,12913,32,Clay,90280
2022,7290,bm95,,Estoril,250,Portugal,58,,10126,28,Clay,534555
2022,410,bm95,,ATP Masters 1000 Monte-Carlo,1000,Monaco,63,,12063,56,Clay,5415410
2022,403,bm95,,ATP Masters 1000 Miami,1000,"FL, U.S.A.",59,,18200,96,Hard,8584055
2022,404,bm95,,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",62,,54400,96,Hard,8584055
2022,9710,bm95,,FRA  vs ECU DC Qualifier First Round,DC,France,67,,0,4,Hard,0
2022,496,bm95,,Marseille,250,France,69,,30759,28,Hard,545200
2022,398,bm95,,Cherbourg,CH,France,68,,7088,32,Hard,45730
2022,375,bm95,,Montpellier,250,France,68,,5580,28,Hard,427645
2022,580,bm95,,Australian Open,GS,Australia,63,,110942,128,Hard,33784200
2022,9667,bm95,,Adelaide 2,250,Australia,65,,9180,28,Hard,430530
2022,8998,bm95,,Adelaide 1,250,Australia,64,,5200,28,Hard,416800
2022,352,gc88,,ATP Masters 1000 Paris,1000,France,52,,5789,56,Hard,5415410
2022,337,gc88,,Vienna,500,Austria,58,,63433,32,Hard,2349180
2022,7485,gc88,,Antwerp,250,Belgium,60,,6850,28,Hard,648130
2022,2807,gc88,,Gijon,250,Spain,62,,10458,28,Hard,612000
2022,9569,gc88,,San Diego,250,"CA, U.S.A.",58,,54300,28,Hard,612000
2022,560,gc88,,US Open,GS,"NY, U.S.A.",56,,80000,128,Hard,27915200
2022,422,gc88,,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",54,,45315,56,Hard,6280880
2022,421,gc88,,ATP Masters 1000 Canada,1000,Canada,57,,23690,56,Hard,5926545
2022,418,gc88,,Washington,500,"DC, U.S.A.",53,,7620,48,Hard,1953285
2022,6116,gc88,,Atlanta,250,"GA, U.S.A.",55,,7600,28,Hard,708530
2022,540,gc88,,Wimbledon,GS,Great Britain,65,,95737,128,Grass,18652000
2022,8994,gc88,,Mallorca,250,Spain,67,,28108,28,Grass,886500
2022,500,gc88,,Halle,500,Germany,60,,17506,32,Grass,2134520
2022,321,gc88,,Stuttgart,250,Germany,53,,7958,28,Grass,692235
2022,520,gc88,,Roland Garros,GS,France,49,,66055,128,Clay,21256800
2022,322,gc88,,Geneva,250,Switzerland,49,,5969,28,Clay,534555
2022,416,gc88,,ATP Masters 1000 Rome,1000,Italy,60,,65682,56,Clay,5415410
2022,1536,gc88,,ATP Masters 1000 Madrid,1000,Spain,52,,7626,56,Clay,6744165
2022,308,gc88,,Munich,250,Germany,53,,6186,28,Clay,534555
2022,425,gc88,,Barcelona,500,Spain,55,,11221,48,Clay,2661825
2022,410,gc88,,ATP Masters 1000 Monte-Carlo,1000,Monaco,54,,23549,56,Clay,5415410
2022,717,gc88,,Houston,250,"TX, U.S.A.",53,,6380,28,Clay,594950
2022,403,gc88,,ATP Masters 1000 Miami,1000,"FL, U.S.A.",52,,18200,96,Hard,8584055
2022,404,gc88,,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",55,,18200,96,Hard,8584055
2022,807,gc88,,Acapulco,500,Mexico,59,,45975,32,Hard,1678065
2022,499,gc88,,Delray Beach,250,"FL, U.S.A.",64,,10425,28,Hard,593895
2022,424,gc88,,Dallas,250,"TX, U.S.A.",70,,36960,28,Hard,708530
2022,580,gc88,,Australian Open,GS,Australia,66,,74201,128,Hard,33784200
2022,9663,gc88,,Sydney,250,Australia,66,,5200,28,Hard,521000
2022,9665,gc88,,Melbourne,250,Australia,66,,5200,28,Hard,521000
2022,901,mo44,,Davis Cup Finals,DC,Spain,62,,0,128,Hard,0
2022,352,mo44,,ATP Masters 1000 Paris,1000,France,60,,5789,56,Hard,5415410
2022,328,mo44,,Basel,500,Switzerland,61,,4721,32,Hard,2135350
2022,2809,mo44,,Naples,250,Italy,59,,6470,28,Hard,612000
2022,329,mo44,,Tokyo,500,Japan,68,,53520,32,Hard,1953285
2022,4140,mo44,,Seoul,250,South Korea,67,,11990,28,Hard,1117930
2022,9569,mo44,,San Diego,250,"CA, U.S.A.",68,,10740,28,Hard,612000
2022,784,mo44,,Seville,CH,Spain,54,,657,32,Clay,67960
2022,560,mo44,,US Open,GS,"NY, U.S.A.",54,,80000,128,Hard,27915200
2022,6242,mo44,,Winston-Salem,250,"NC, U.S.A.",54,,6420,48,Hard,731935
2022,422,mo44,,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",53,,6735,56,Hard,6280880
2022,421,mo44,,ATP Masters 1000 Canada,1000,Canada,53,,23690,56,Hard,5926545
2022,319,mo44,,Kitzbuhel,250,Austria,49,,16504,28,Clay,534555
2022,314,mo44,,Gstaad,250,Switzerland,52,,16301,28,Clay,534555
2022,526,mo44,,Braunschweig,CH,Germany,50,,2273,32,Clay,134920
2022,540,mo44,,Wimbledon,GS,Great Britain,50,,61370,128,Grass,18652000
2022,741,mo44,,Eastbourne,250,Great Britain,49,,12840,28,Grass,697405
2022,311,mo44,,London / Queen's Club,500,Great Britain,49,,17506,32,Grass,2134520
2022,520,mo44,,Roland Garros,GS,France,43,,66055,128,Clay,21256800
2022,7694,mo44,,Lyon,250,France,43,,5969,28,Clay,534555
2022,416,mo44,,ATP Masters 1000 Rome,1000,Italy,40,,22823,56,Clay,5415410
2022,1536,mo44,,ATP Masters 1000 Madrid,1000,Spain,44,,28419,56,Clay,6744165
2022,425,mo44,,Barcelona,500,Spain,43,,11221,48,Clay,2661825
2022,410,mo44,,ATP Masters 1000 Monte-Carlo,1000,Monaco,45,,42496,56,Clay,5415410
2022,403,mo44,,ATP Masters 1000 Miami,1000,"FL, U.S.A.",47,,54400,96,Hard,8584055
