"playercode","EventId","iscritto","Year","date_tournament","EventName","EventType","EventCountry","Surface","TotPrizeMoney","Same_Nationality","IFNULL(`Rank`, 601)","ha_pts_def"
o483,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,107,1
o483,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,107,1
mk66,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,110,1
mk66,5100,1,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,110,1
cg80,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,112,0
cg80,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,112,0
d994,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,113,0
d994,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,113,0
y09v,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,114,1
y09v,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,114,1
l987,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,115,0
l987,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,115,0
gb88,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,116,0
gb88,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,116,0
h997,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,117,0
h997,5100,1,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,117,0
n552,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,119,1
n552,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,119,1
hd68,341,1,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,124,0
hd68,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,124,0
da31,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,125,0
da31,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,125,0
h0bh,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,127,1
h0bh,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,127,1
p0ct,341,1,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,129,0
p0ct,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,129,0
t0ap,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,131,0
t0ap,5100,1,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,131,0
cf59,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,133,1
cf59,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,133,1
n732,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,134,0
n732,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,134,0
b0nn,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,135,1
b0nn,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,135,1
o513,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,136,0
o513,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,136,0
v0am,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,141,0
v0am,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,141,0
ge33,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,149,0
ge33,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,149,0
f0f2,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,153,0
f0f2,5100,1,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,153,0
m0g4,341,1,2025,"2025-11-03",Metz,"250",France,Hard,596035,1,162,0
m0g4,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,162,0
sx50,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,163,1
sx50,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,163,1
v0dz,341,1,2025,"2025-11-03",Metz,"250",France,Hard,596035,1,172,0
v0dz,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,172,0
mj08,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,176,1
mj08,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,176,1
e865,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,196,0
e865,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,196,0
sx91,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,214,0
sx91,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,214,0
ce77,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,216,1
ce77,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,216,1
d0cg,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,224,0
d0cg,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,224,0
s0re,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,254,1
s0re,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,254,1
n897,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,276,0
n897,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,276,0
g628,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,281,0
g628,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,281,0
k926,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,314,1
k926,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,314,1
da81,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,324,1
da81,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,324,1
mw18,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,394,1
mw18,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,394,1
kd46,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,441,1
kd46,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,441,1
k09f,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,454,0
k09f,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,454,0
ke73,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,507,0
ke73,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,507,0
rc04,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,522,0
rc04,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,522,0
pf39,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,551,0
pf39,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,551,0
kc04,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,558,1
kc04,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,558,1
rh24,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,574,0
rh24,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,574,0
f510,341,0,2025,"2025-11-03",Metz,"250",France,Hard,596035,0,601,1
f510,5100,0,2025,"2025-11-03",Athens,"250",Greece,Hard,766715,0,601,1
f510,328,0,2025,"2025-10-20",Basel,"500",Switzerland,Hard,2523045,0,601,0
f510,337,0,2025,"2025-10-20",Vienna,"500",Austria,Hard,2736875,0,601,0
f510,7485,0,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,601,1
f510,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,601,1
f510,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,601,1
f510,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,601,0
f510,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,601,0
s0re,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
s0re,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
bd06,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
bd06,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
mc65,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
mc65,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
gb88,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
gb88,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
su87,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
su87,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
ki95,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
ki95,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
mp20,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
mp20,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
m0ci,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
m0ci,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
su55,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
su55,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
cf59,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
cf59,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
rc91,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
rc91,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
mu94,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
mu94,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
sx50,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
sx50,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
n732,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
n732,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
o483,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
o483,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,1,601,0
y09v,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
y09v,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
bu13,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
bu13,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
v832,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
v832,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,1,601,0
dh50,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
dh50,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
mw02,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
mw02,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
bm95,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
bm95,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
hb64,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
hb64,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
s0h2,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
s0h2,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
me82,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
me82,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
n552,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
n552,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
l987,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
l987,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
sx91,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
sx91,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
kd46,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
kd46,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
d0cg,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
d0cg,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
h0bh,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
h0bh,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,1,601,0
c0h0,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
c0h0,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
g09o,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
g09o,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
v812,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
v812,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
d923,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
d923,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
da81,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
da81,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
c0df,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
c0df,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
f0by,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
f0by,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
d0f6,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
d0f6,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
cg80,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
cg80,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
f510,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,601,0
f510,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
f510,6242,0,2025,"2025-08-18",Winston-Salem,"250","NC, U.S.A.",Hard,798335,0,601,0
f510,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
f510,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,601,0
n0bg,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
n0bg,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
w09e,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
w09e,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,1,601,0
v0am,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
v0am,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
ae14,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
ae14,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
d994,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
d994,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,1,601,0
u182,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
u182,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
n897,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
n897,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
ce77,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
ce77,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
h997,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
h997,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
k09f,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
k09f,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
f724,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
f724,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
b0gg,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
b0gg,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
e865,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
e865,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
pf39,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
pf39,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
p0ct,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
p0ct,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
mj08,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
mj08,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
mw18,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
mw18,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
k0az,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
k0az,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
k926,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
k926,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
o513,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
o513,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
d0c1,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
d0c1,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
m0jf,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
m0jf,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
f0fv,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
f0fv,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
db63,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
db63,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
t0a1,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
t0a1,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
m0g4,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
m0g4,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
mq75,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
mq75,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
t0ap,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
t0ap,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
c0jp,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
c0jp,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
t0ha,336,1,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
t0ha,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
rc04,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
rc04,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
da31,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
da31,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
ke73,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
ke73,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
f0f2,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
f0f2,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
ki82,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
ki82,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
hd68,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
hd68,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
ge33,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
ge33,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
kc04,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
kc04,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
v0dz,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
v0dz,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
mk66,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
mk66,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
rh24,747,0,2025,"2025-09-22",Beijing,"500",China,Hard,4016050,0,601,0
rh24,7581,0,2025,"2025-09-15",Chengdu,"250",China,Hard,1190210,0,601,0
rh24,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
rh24,6242,0,2025,"2025-08-18",Winston-Salem,"250","NC, U.S.A.",Hard,798335,0,601,0
rh24,339,0,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
rh24,328,0,2025,"2025-10-20",Basel,"500",Switzerland,Hard,2523045,0,601,0
rh24,7485,1,2025,"2025-10-13",Brussels,"250",Belgium,Hard,706850,0,601,0
rh24,4713,0,2025,"2025-09-15",Hangzhou,"250",China,Hard,1019185,0,601,0
rh24,429,0,2025,"2025-10-13",Stockholm,"250",Sweden,Hard,706850,0,601,0
rh24,9410,0,2025,"2025-10-13",Almaty,"250",Kazakhstan,Hard,1055255,0,601,0
rh24,329,0,2025,"2025-09-22",Tokyo,"500",Japan,Hard,2226470,0,601,0
rh24,337,0,2025,"2025-10-20",Vienna,"500",Austria,Hard,2736875,0,601,0
g628,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
g628,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
b0nn,336,0,2025,"2024-12-30",Hong Kong,"250",Hong Kong,Hard,680140,0,601,0
b0nn,339,1,2025,"2024-12-30",Brisbane,"250",Australia,Hard,680140,0,601,0
b0ej,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,134,0
b0ej,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,134,0
k0ep,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,135,0
k0ep,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,135,0
gj16,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,136,0
gj16,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,136,0
hg86,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,137,1
hg86,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,137,1
r0fs,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,138,0
r0fs,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,138,0
a0cj,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,139,0
a0cj,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,139,0
c0c8,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,140,0
c0c8,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,140,0
ta29,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,141,0
ta29,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,141,0
bf23,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,142,0
bf23,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,142,0
l0il,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,143,0
l0il,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,143,0
bk24,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,144,1
bk24,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,144,1
ki63,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,145,1
ki63,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,145,1
g0gd,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,146,1
g0gd,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,146,1
u134,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,147,0
u134,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,147,0
kc12,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,148,0
kc12,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,148,0
h996,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,149,0
h996,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,149,0
mw75,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,150,0
